[5, 5, 6, 3, 9, 2, 1, 4, 58, 2, 1, 1, 7]
[5, 5, 6, 3, 9, 2, 1, 4, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 9, 2, 1, 4, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 9, 2, 1, 4, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 2, 9, 1, 4, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 2, 1, 9, 4, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 2, 1, 4, 9, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 2, 1, 4, 9, 58, 2, 1, 1, 7]
[5, 5, 3, 6, 2, 1, 4, 9, 2, 58, 1, 1, 7]
[5, 5, 3, 6, 2, 1, 4, 9, 2, 1, 58, 1, 7]
[5, 5, 3, 6, 2, 1, 4, 9, 2, 1, 1, 58, 7]
[5, 5, 3, 6, 2, 1, 4, 9, 2, 1, 1, 7, 58]
[5, 5, 3, 6, 2, 1, 4, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 6, 2, 1, 4, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 6, 2, 1, 4, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 2, 6, 1, 4, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 2, 1, 6, 4, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 2, 1, 4, 6, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 2, 1, 4, 6, 9, 2, 1, 1, 7, 58]
[5, 3, 5, 2, 1, 4, 6, 2, 9, 1, 1, 7, 58]
[5, 3, 5, 2, 1, 4, 6, 2, 1, 9, 1, 7, 58]
[5, 3, 5, 2, 1, 4, 6, 2, 1, 1, 9, 7, 58]
[5, 3, 5, 2, 1, 4, 6, 2, 1, 1, 7, 9, 58]
[5, 3, 5, 2, 1, 4, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 5, 2, 1, 4, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 5, 2, 1, 4, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 2, 5, 1, 4, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 2, 1, 5, 4, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 6, 2, 1, 1, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 6, 1, 1, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 1, 6, 1, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 5, 2, 1, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 2, 5, 1, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 2, 1, 5, 4, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 5, 2, 1, 1, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 5, 1, 1, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 1, 5, 1, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[3, 2, 1, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[2, 3, 1, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 5, 2, 1, 1, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 5, 1, 1, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 5, 1, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[2, 1, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 4, 2, 1, 1, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 4, 1, 1, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 4, 1, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 3, 2, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 3, 1, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 3, 1, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 2, 1, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 2, 1, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 2, 1, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 2, 1, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
[1, 1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 58]
